parm,mean,sd,lcl,25%,median,75%,ucl,Rhat,n.eff,overlap0,f,parm
"Ntot[25,33]",237.40095,86.32175494,104,174,226,288,436,1.000703746,4074,0,1,"Ntot[25,33]"
"Ntot[26,33]",55.33775,10.28266348,33,49,56,62,74,1.000154498,12464,0,1,"Ntot[26,33]"
"Ntot[27,33]",71.662125,9.153336008,55,65,71,78,90,1.000099373,18544,0,1,"Ntot[27,33]"
"Ntot[28,33]",88.63205,10.33364323,69,82,89,96,109,0.99999306,40000,0,1,"Ntot[28,33]"
"Ntot[29,33]",98.651,26.99032995,39,80,105,119,139,1.000141222,13856,0,1,"Ntot[29,33]"
"Ntot[30,33]",126.448125,15.6064281,92,118,127,137,155,1.000006659,40000,0,1,"Ntot[30,33]"
"Ntot[31,33]",143.63205,17.54053319,103,134,145,155,175,1.000089052,32587,0,1,"Ntot[31,33]"
"Ntot[32,33]",124.598025,59.53819666,39,81,114,157,269,1.000592109,5558,0,1,"Ntot[32,33]"
"Ntot[33,33]",217.8769,76.99251387,92,159,209,270,379,1.000399511,5954,0,1,"Ntot[33,33]"
"Ntot[34,33]",234.970425,79.39535906,104,175,226,289,400,1.000616256,4087,0,1,"Ntot[34,33]"
"Ntot[35,33]",125.293975,60.28978624,39,82,115,157,271,1.000505582,6316,0,1,"Ntot[35,33]"
"Ntot[36,33]",220.74925,83.91124449,93,160,210,269,416,1.000941554,3114,0,1,"Ntot[36,33]"
"Ntot[37,33]",237.4183,86.56631226,104,174,226,288,439,1.000572386,4348,0,1,"Ntot[37,33]"
"Ntot[38,33]",242.794375,99.31714047,100,172,225,296,485,1.000327755,7628,0,1,"Ntot[38,33]"
"Ntot[1,34]",29.380025,13.81667936,8,19,27,37,62,1.000134969,13958,0,1,"Ntot[1,34]"
"Ntot[2,34]",80.205625,24.93218971,38,62,78,96,135,1.000384328,8886,0,1,"Ntot[2,34]"
"Ntot[3,34]",110.958225,29.54684171,59,90,109,130,175,1.00049311,5255,0,1,"Ntot[3,34]"
"Ntot[4,34]",79.50015,42.39333591,21,49,72,102,183.025,1.000598672,5147,0,1,"Ntot[4,34]"
"Ntot[5,34]",157.645475,64.34010358,61,110,148,194,309,1.000583981,5177,0,1,"Ntot[5,34]"
"Ntot[6,34]",189.78075,69.5133583,82,138,181,231,351,1.000823108,3430,0,1,"Ntot[6,34]"
"Ntot[7,34]",44.7403,12.52353292,19,36,46,54,67,0.999985526,40000,0,1,"Ntot[7,34]"
"Ntot[8,34]",57.8826,8.277673601,42,52,58,63,74,1.000028565,40000,0,1,"Ntot[8,34]"
"Ntot[9,34]",81.23955,10.05377754,62,75,81,88,101,1.00006208,27995,0,1,"Ntot[9,34]"
"Ntot[10,34]",72.230275,29.44972208,21,49,71,96,125,1.00021777,9446,0,1,"Ntot[10,34]"
"Ntot[11,34]",105.523125,17.73843797,61,97,108,117,135,1.000000837,40000,0,1,"Ntot[11,34]"
"Ntot[12,34]",130.036625,19.09399377,82,121,132,142,162,1.000285947,9316,0,1,"Ntot[12,34]"
"Ntot[13,34]",79.664675,42.59871651,21,49,72,102,184,1.000483724,5683,0,1,"Ntot[13,34]"
"Ntot[14,34]",157.05975,62.70079995,62,110,148,194,306,1.000621911,4234,0,1,"Ntot[14,34]"
"Ntot[15,34]",189.4663,67.92847099,83,139,181,230,349,1.000639188,4134,0,1,"Ntot[15,34]"
"Ntot[16,34]",79.747375,42.59219363,21,49,72,102,183,1.000504464,5597,0,1,"Ntot[16,34]"
"Ntot[17,34]",157.459175,64.68849897,61,110,148,194,310.025,1.000507503,5492,0,1,"Ntot[17,34]"
"Ntot[18,34]",189.681625,69.68171461,82,139,181,230,349,1.000762248,3992,0,1,"Ntot[18,34]"
"Ntot[19,34]",141.3003,65.29368883,50,95,129,175,300,1.000421349,7714,0,1,"Ntot[19,34]"
"Ntot[20,34]",130.3441,67.19528983,37,82,118,165,293,1.000657433,4255,0,1,"Ntot[20,34]"
"Ntot[21,34]",230.03195,95.27785433,89,161,215,284,455,1.000498353,5152,0,1,"Ntot[21,34]"
"Ntot[22,34]",264.477025,100.8644388,112,191,250,322,500,1.000958204,3342,0,1,"Ntot[22,34]"
"Ntot[23,34]",130.3014,67.5861373,37,81,117,166,294,1.000671858,4883,0,1,"Ntot[23,34]"
"Ntot[24,34]",230.03245,95.32918671,89,161,215,284,456,1.000509679,5577,0,1,"Ntot[24,34]"
"Ntot[25,34]",264.551,100.701302,112,191,251,322,500,1.000721108,4075,0,1,"Ntot[25,34]"
"Ntot[26,34]",54.60585,10.75813131,31,48,55,62,74,1.00008208,28314,0,1,"Ntot[26,34]"
"Ntot[27,34]",64.1649,8.638508181,48,58,64,70,82,1.00007524,20102,0,1,"Ntot[27,34]"
"Ntot[28,34]",88.789525,10.30073434,69,82,89,96,109,0.999989554,40000,0,1,"Ntot[28,34]"
"Ntot[29,34]",98.780275,27.36602489,38,81,105,119,139,1.000127866,15716,0,1,"Ntot[29,34]"
"Ntot[30,34]",119.7286,14.9008437,87,111,120,129,147,0.999961983,40000,0,1,"Ntot[30,34]"
"Ntot[31,34]",144.670575,16.53887368,109,135,145,155,175,1.00010124,25634,0,1,"Ntot[31,34]"
"Ntot[32,34]",129.91315,65.97333756,38,82,117,165,293,1.000555208,5658,0,1,"Ntot[32,34]"
"Ntot[33,34]",224.2049,81.68009095,90,160,215,283,383,1.000340249,6745,0,1,"Ntot[33,34]"
"Ntot[34,34]",257.201925,84.5374625,113,191,251,322,415,1.00051076,4692,0,1,"Ntot[34,34]"
"Ntot[35,34]",130.8032,67.50169984,37,82,118,166,296,1.000465337,6696,0,1,"Ntot[35,34]"
"Ntot[36,34]",230.008075,94.8303608,90,161,216,283,455,1.000981688,3053,0,1,"Ntot[36,34]"
"Ntot[37,34]",264.4031,100.884877,113,191,250,322,500,1.000586998,4199,0,1,"Ntot[37,34]"
"Ntot[38,34]",253.135825,112.0065744,97,173,232,310,529,1.00029708,8264,0,1,"Ntot[38,34]"
"Ntot[1,35]",26.08085,13.26315238,6,16,24,34,57,1.000086955,19259,0,1,"Ntot[1,35]"
"Ntot[2,35]",71.26565,24.06871543,32,54,69,86,125,1.00035241,9801,0,1,"Ntot[2,35]"
"Ntot[3,35]",114.683425,30.88315317,61,93,113,134,181,1.000459365,5921,0,1,"Ntot[3,35]"
"Ntot[4,35]",79.1251,45.14446977,18,46,70,102,191.025,1.000732054,4686,0,1,"Ntot[4,35]"
"Ntot[5,35]",156.544525,69.20097569,56,106,145,194,322,1.000602017,5453,0,1,"Ntot[5,35]"
"Ntot[6,35]",204.628675,77.79008372,87,148,194,249,387,1.000780617,3604,0,1,"Ntot[6,35]"
"Ntot[7,35]",43.33035,13.11785504,16,34,44,53,66,0.999964711,40000,0,1,"Ntot[7,35]"
"Ntot[8,35]",54.111075,8.645724727,37,48,54,60,71,1.000234511,10183,0,1,"Ntot[8,35]"
"Ntot[9,35]",81.20625,9.996852473,62,74,81,88,101,1.000030678,40000,0,1,"Ntot[9,35]"
"Ntot[10,35]",70.930625,30.3038623,19,46,70,96,125,1.000195035,10566,0,1,"Ntot[10,35]"
"Ntot[11,35]",101.234,18.5527464,56,91,104,114,132,1.000002857,40000,0,1,"Ntot[11,35]"
"Ntot[12,35]",131.0961,18.02583529,86,122,133,143,162,1.000315052,7980,0,1,"Ntot[12,35]"
"Ntot[13,35]",79.271725,45.27312152,19,47,70,102,191,1.000502802,6024,0,1,"Ntot[13,35]"
"Ntot[14,35]",155.75505,66.72139232,57,106,145,194,318,1.000588177,4446,0,1,"Ntot[14,35]"
"Ntot[15,35]",203.28465,73.63740209,87,148,194,249,369,1.000708659,3762,0,1,"Ntot[15,35]"
"Ntot[16,35]",79.34905,45.3042225,19,47,70,102,191,1.000500086,5540,0,1,"Ntot[16,35]"
"Ntot[17,35]",156.38575,69.62288798,56,106,145,194,324,1.000549898,5286,0,1,"Ntot[17,35]"
"Ntot[18,35]",204.613925,78.16839981,87,148,194,249,388,1.000730237,4296,0,1,"Ntot[18,35]"
"Ntot[19,35]",140.56695,69.91794248,46,91,127,175,312,1.000434973,7865,0,1,"Ntot[19,35]"
"Ntot[20,35]",136.237725,75.04587769,36,82,121,174,320,1.000694804,4241,0,1,"Ntot[20,35]"
"Ntot[21,35]",240.028375,107.4955439,86,162,221,299,498,1.000488992,5210,0,1,"Ntot[21,35]"
"Ntot[22,35]",292.90755,116.88854,120,208,275,358,570,1.000905383,3493,0,1,"Ntot[22,35]"
"Ntot[23,35]",136.211725,75.39713599,35,82,121,174,320,1.00080062,4345,0,1,"Ntot[23,35]"
"Ntot[24,35]",240.131975,107.5284179,86,162,221,298,499,1.000510687,5455,0,1,"Ntot[24,35]"
"Ntot[25,35]",292.9032,116.7105752,121,208,275,358,570,1.000773647,3827,0,1,"Ntot[25,35]"
"Ntot[26,35]",53.983575,11.15963569,29,47,55,62,73,1.000204313,11008,0,1,"Ntot[26,35]"
"Ntot[27,35]",60.5331,8.59278769,44,55,60,66,78,1.000024575,40000,0,1,"Ntot[27,35]"
"Ntot[28,35]",88.87815,10.27765992,69,82,89,96,109,0.999972795,40000,0,1,"Ntot[28,35]"
"Ntot[29,35]",98.973125,27.77665461,36,81,106,120,139,1.000109343,17134,0,1,"Ntot[29,35]"
"Ntot[30,35]",116.239075,15.04502333,83,108,117,126,144,0.99996838,40000,0,1,"Ntot[30,35]"
"Ntot[31,35]",145.3815,15.97215031,113,136,146,156,176,1.000065705,29801,0,1,"Ntot[31,35]"
"Ntot[32,35]",135.441025,72.4631437,36,82,121,173,320,1.00059903,5417,0,1,"Ntot[32,35]"
"Ntot[33,35]",230.2008,86.06799185,87,162,221,298,388,1.000320733,7014,0,1,"Ntot[33,35]"
"Ntot[34,35]",277.1562,86.76163404,120,208,275,353,422,1.00039957,5733,0,1,"Ntot[34,35]"
"Ntot[35,35]",136.672075,75.30098436,36,82,121,174,323.025,1.000446079,6817,0,1,"Ntot[35,35]"
"Ntot[36,35]",239.93325,106.6988564,87,162,222,298,499,1.000989271,3179,0,1,"Ntot[36,35]"
"Ntot[37,35]",292.597675,116.2557949,121,208,274,359,568,1.000546414,4467,0,1,"Ntot[37,35]"
"Ntot[38,35]",264.19635,125.8100705,94,175,240,326,575,1.000317358,7673,0,1,"Ntot[38,35]"
"Ntot[1,36]",23.173625,12.69803963,5,14,21,30,53,1.000090983,19777,0,1,"Ntot[1,36]"
"Ntot[2,36]",63.274725,23.11844746,26,47,60,77,116,1.000311671,9722,0,1,"Ntot[2,36]"
"Ntot[3,36]",118.00495,32.2475398,63,95,115,139,189,1.000491406,6539,0,1,"Ntot[3,36]"
"Ntot[4,36]",78.825425,47.91073559,16,45,69,102,198,1.000760951,4780,0,1,"Ntot[4,36]"
"Ntot[5,36]",155.76935,74.2513002,51,102,143,195,336,1.000629338,5339,0,1,"Ntot[5,36]"
"Ntot[6,36]",219.410975,86.50557268,91,156,207,268,424,1.000747804,3577,0,1,"Ntot[6,36]"
"Ntot[7,36]",42.08155,13.68285716,14,33,43,52,66,0.999989499,40000,0,1,"Ntot[7,36]"
"Ntot[8,36]",51.459,9.395000035,32,45,52,58,69,1.000198321,10995,0,1,"Ntot[8,36]"
"Ntot[9,36]",81.2258,9.948808413,62,74,81,88,101,1.000007433,40000,0,1,"Ntot[9,36]"
"Ntot[10,36]",69.6531,31.02606526,17,44,68,95,125,1.000145212,13352,0,1,"Ntot[10,36]"
"Ntot[11,36]",97.761075,19.74781606,51,86,100,112,130,1.000039955,38023,0,1,"Ntot[11,36]"
"Ntot[12,36]",131.841725,17.28218131,90,123,133,143,162,1.000200976,14693,0,1,"Ntot[12,36]"
"Ntot[13,36]",78.967875,47.95477437,17,45,68,102,199,1.000578359,5813,0,1,"Ntot[13,36]"
"Ntot[14,36]",154.39805,70.51078712,52,101,142,195,328,1.00065176,4140,0,1,"Ntot[14,36]"
"Ntot[15,36]",216.280625,78.09453754,91,157,206,268,380,1.000683274,3829,0,1,"Ntot[15,36]"
"Ntot[16,36]",79.055175,48.13979556,17,44,69,102,198,1.000506794,5430,0,1,"Ntot[16,36]"
"Ntot[17,36]",155.48865,74.61129936,51,101,142,195,339,1.000563346,5319,0,1,"Ntot[17,36]"
"Ntot[18,36]",219.3708,86.98655485,91,156,206,267,425,1.000693164,4525,0,1,"Ntot[18,36]"
"Ntot[19,36]",139.901675,74.55985372,42,87,125,175,323,1.000546764,6539,0,1,"Ntot[19,36]"
"Ntot[20,36]",142.61265,83.58744661,34,83,125,183,351,1.000722601,4180,0,1,"Ntot[20,36]"
"Ntot[21,36]",250.729825,120.8950904,83,163,228,314,546,1.000530214,5023,0,1,"Ntot[21,36]"
"Ntot[22,36]",322.5704,134.6666639,127,225,301,395,645,1.000898045,3726,0,1,"Ntot[22,36]"
"Ntot[23,36]",142.598,84.08206611,34,82,124,183,351,1.000774214,4557,0,1,"Ntot[23,36]"
"Ntot[24,36]",250.924425,120.7782944,83,164,228,314,547,1.000524925,5270,0,1,"Ntot[24,36]"
"Ntot[25,36]",322.659825,134.6610378,129,225,301,396,647,1.000731581,3997,0,1,"Ntot[25,36]"
"Ntot[26,36]",53.464075,11.58885313,27,47,55,61,73,1.000147555,13265,0,1,"Ntot[26,36]"
"Ntot[27,36]",58.4613,8.813963039,41,53,59,64,76,1.00009208,21842,0,1,"Ntot[27,36]"
"Ntot[28,36]",88.949525,10.16043592,69,82,89,96,109,1.000040578,40000,0,1,"Ntot[28,36]"
"Ntot[29,36]",99.04115,28.14466219,35,81,106,120,139,1.000093683,19007,0,1,"Ntot[29,36]"
"Ntot[30,36]",114.15055,15.60775528,79,106,115,124,142,1.000000474,40000,0,1,"Ntot[30,36]"
"Ntot[31,36]",145.725675,15.49250855,115,136,146,156,175.025,1.000122386,28282,0,1,"Ntot[31,36]"
"Ntot[32,36]",141.088475,78.54852541,35,83,124,182,344,1.000652303,4905,0,1,"Ntot[32,36]"
"Ntot[33,36]",235.724325,89.79646326,84,163,228,313,391,1.000318673,7048,0,1,"Ntot[33,36]"
"Ntot[34,36]",294.172525,86.55958482,128,225,301,370,427,1.000352849,6407,0,1,"Ntot[34,36]"
"Ntot[35,36]",142.9511,83.68915405,34,83,125,183,353,1.000471372,6645,0,1,"Ntot[35,36]"
"Ntot[36,36]",250.30445,119.2097325,84,163,228,313,545,1.000920087,3458,0,1,"Ntot[36,36]"
"Ntot[37,36]",321.716825,131.9496368,129,225,300,396,642,1.000554742,4498,0,1,"Ntot[37,36]"
"Ntot[38,36]",275.97835,140.8866669,91,177,247,343,629,1.000350279,7244,0,1,"Ntot[38,36]"
"Ntot[1,37]",20.6073,12.12956986,3,12,19,27,50,1.000074839,21678,0,1,"Ntot[1,37]"
"Ntot[2,37]",56.246975,22.18711867,21,40,53,69,108,1.00026865,10399,0,1,"Ntot[2,37]"
"Ntot[3,37]",121.014425,33.50728854,64,97,118,142,194,1.00054352,5669,0,1,"Ntot[3,37]"
"Ntot[4,37]",78.64395,50.82138181,15,43,67,102,208,1.000742295,4858,0,1,"Ntot[4,37]"
"Ntot[5,37]",154.97865,79.32583444,47,98,140,195,350,1.000641413,5585,0,1,"Ntot[5,37]"
"Ntot[6,37]",234.225275,95.9259124,95,164,219,287,464,1.000715318,3718,0,1,"Ntot[6,37]"
"Ntot[7,37]",40.870025,14.1847475,13,31,42,52,66,1.000026161,35736,0,1,"Ntot[7,37]"
"Ntot[8,37]",49.4076,10.1728511,28,43,50,57,68,1.000105115,19774,0,1,"Ntot[8,37]"
"Ntot[9,37]",81.335275,10.02106662,62,75,81,88,101,1.00008398,24540,0,1,"Ntot[9,37]"
"Ntot[10,37]",68.45325,31.71761679,15,42,67,95,125,1.000128559,14605,0,1,"Ntot[10,37]"
"Ntot[11,37]",94.803925,20.88795795,47,82,98,110,129,1.000051854,30685,0,1,"Ntot[11,37]"
"Ntot[12,37]",132.328225,16.66326453,93,123,133,143,162,1.000200335,12163,0,1,"Ntot[12,37]"
"Ntot[13,37]",78.755875,50.67068498,15,42,67,103,207,1.000489256,6404,0,1,"Ntot[13,37]"
"Ntot[14,37]",153.0901,73.96991632,47,97,139,195,335,1.000598363,4720,0,1,"Ntot[14,37]"
"Ntot[15,37]",228.183025,81.48249973,94,165,219,287,387,1.00062285,4192,0,1,"Ntot[15,37]"
"Ntot[16,37]",78.862425,50.97620437,15,43,67,103,206,1.000547401,5111,0,1,"Ntot[16,37]"
"Ntot[17,37]",154.720625,79.64860622,46,97,139,195,352,1.000560073,5531,0,1,"Ntot[17,37]"
"Ntot[18,37]",234.139975,96.32230158,95,164,219,287,462,1.000709513,4628,0,1,"Ntot[18,37]"
"Ntot[19,37]",139.325,79.4103367,38,84,122,176,335,1.000564999,6607,0,1,"Ntot[19,37]"
"Ntot[20,37]",149.221725,92.69493525,33,83,128,192,382.025,1.000704848,4199,0,1,"Ntot[20,37]"
"Ntot[21,37]",262.20195,135.5642263,81,165,235,330,595,1.000574328,4640,0,1,"Ntot[21,37]"
"Ntot[22,37]",353.74955,154.5078609,135,242,327,434,728,1.000889598,3748,0,1,"Ntot[22,37]"
"Ntot[23,37]",149.274425,93.32182001,32,83,128,193,381,1.000739008,4977,0,1,"Ntot[23,37]"
"Ntot[24,37]",262.2646,135.1280061,81,165,235,330,600,1.000477943,5755,0,1,"Ntot[24,37]"
"Ntot[25,37]",353.914675,154.2942459,136,242,328,436,730.025,1.000702678,4282,0,1,"Ntot[25,37]"
"Ntot[26,37]",53.00215,11.91546452,26,46,54,61,73,1.000182355,11856,0,1,"Ntot[26,37]"
"Ntot[27,37]",57.0743,9.238309541,38,51,57,63,74,1.000020585,40000,0,1,"Ntot[27,37]"
"Ntot[28,37]",88.926125,10.22248893,69,82,89,96,110,0.99998248,40000,0,1,"Ntot[28,37]"
"Ntot[29,37]",99.0611,28.45967877,33,82,107,120,139,1.000070552,22932,0,1,"Ntot[29,37]"
"Ntot[30,37]",112.7424,16.24901052,75,104,114,124,141,1.000034683,40000,0,1,"Ntot[30,37]"
"Ntot[31,37]",146.004625,15.17838803,116,136,146,156,176,1.000009162,40000,0,1,"Ntot[31,37]"
"Ntot[32,37]",146.843575,84.60641502,33,83,128,192,362,1.000563236,5479,0,1,"Ntot[32,37]"
"Ntot[33,37]",240.619,92.70123369,81,165,235,326,395,1.000335429,6642,0,1,"Ntot[33,37]"
"Ntot[34,37]",308.62305,84.77349393,136,242,326,379,431,1.000347158,6636,0,1,"Ntot[34,37]"
"Ntot[35,37]",149.661125,92.89405536,33,84,129,193,388,1.000484357,6730,0,1,"Ntot[35,37]"
"Ntot[36,37]",261.12955,131.9379834,81,165,235,330,594,1.000887355,3651,0,1,"Ntot[36,37]"
"Ntot[37,37]",351.53315,147.4234369,136,242,326,435,719,1.000616921,4084,0,1,"Ntot[37,37]"
"Ntot[38,37]",288.5904,157.3032485,87,178,254,361,684,1.000374168,6871,0,1,"Ntot[38,37]"
"Ntot[1,38]",18.357025,11.56264894,2,10,16,24,47,1.000097454,18582,0,1,"Ntot[1,38]"
"Ntot[2,38]",50.028075,21.28459097,17,35,47,62,100,1.000239347,11096,0,1,"Ntot[2,38]"
"Ntot[3,38]",107.440125,32.37569875,54,84,104,127,180,1.000544475,5830,0,1,"Ntot[3,38]"
"Ntot[4,38]",78.606,53.73340856,13,41,66,103,215,1.000874803,4362,0,1,"Ntot[4,38]"
"Ntot[5,38]",154.312875,84.33471612,43,94,137,196,366,1.000703172,5203,0,1,"Ntot[5,38]"
"Ntot[6,38]",232.83825,103.4539492,87,157,215,288,485,1.00074126,3783,0,1,"Ntot[6,38]"
"Ntot[7,38]",39.784625,14.65607071,11,29,40,51,66,1.000020326,40000,0,1,"Ntot[7,38]"
"Ntot[8,38]",47.61015,10.9504687,25,40,48,55,68,1.000175283,18620,0,1,"Ntot[8,38]"
"Ntot[9,38]",65.0526,8.567637851,49,59,65,71,82,1.000076114,37020,0,1,"Ntot[9,38]"
"Ntot[10,38]",67.3311,32.39876564,13,40,66,95,125,1.000097315,17215,0,1,"Ntot[10,38]"
"Ntot[11,38]",92.1886,22.14125755,42,78,95,108,128,1.00008269,20162,0,1,"Ntot[11,38]"
"Ntot[12,38]",116.45885,14.52031603,85,108,117,126,143,1.000071906,40000,0,1,"Ntot[12,38]"
"Ntot[13,38]",78.547025,53.26824595,13,41,66,103,217,1.000529748,6046,0,1,"Ntot[13,38]"
"Ntot[14,38]",151.86555,77.36637456,43,94,136,196,341,1.000548952,5150,0,1,"Ntot[14,38]"
"Ntot[15,38]",222.795975,81.38580306,87,158,214,287,372,1.000519622,4781,0,1,"Ntot[15,38]"
"Ntot[16,38]",78.763325,53.9348601,13,41,66,103,217,1.000530521,5419,0,1,"Ntot[16,38]"
"Ntot[17,38]",154.169,84.87781333,43,93,137,196,367,1.000596406,5329,0,1,"Ntot[17,38]"
"Ntot[18,38]",232.648525,103.47669,87,157,214,288,483,1.000678801,4892,0,1,"Ntot[18,38]"
"Ntot[19,38]",138.93425,84.31561572,34,80,120,176,349,1.000575649,6771,0,1,"Ntot[19,38]"
"Ntot[20,38]",156.394425,102.8614455,31,84,132,202,419,1.000710124,4294,0,1,"Ntot[20,38]"
"Ntot[21,38]",274.248625,151.4970772,78,166,242,347,650,1.000583769,4633,0,1,"Ntot[21,38]"
"Ntot[22,38]",369.4217,173.644811,131,245,337,457,796,1.00093399,3734,0,1,"Ntot[22,38]"
"Ntot[23,38]",156.499675,103.5988138,31,84,132,202,418,1.000818824,4720,0,1,"Ntot[23,38]"
"Ntot[24,38]",274.4541,151.0870963,78,166,242,348,657,1.00055857,5374,0,1,"Ntot[24,38]"
"Ntot[25,38]",369.7374,174.0640639,132,244,338,458,798,1.000703114,4401,0,1,"Ntot[25,38]"
"Ntot[26,38]",52.60285,12.29424665,24,45,54,61,73,1.000310374,7984,0,1,"Ntot[26,38]"
"Ntot[27,38]",56.1059,9.710738522,36,50,57,63,74,1.000017478,40000,0,1,"Ntot[27,38]"
"Ntot[28,38]",71.8737,9.193664199,55,66,72,78,91,1.000043848,27980,0,1,"Ntot[28,38]"
"Ntot[29,38]",99.0898,28.81434526,32,82,107,120,139,1.000087172,24327,0,1,"Ntot[29,38]"
"Ntot[30,38]",111.6539,16.9491813,72,103,113,123,140,1.000032171,36039,0,1,"Ntot[30,38]"
"Ntot[31,38]",129.1284,13.65679231,103,120,129,138,156,1.000063651,40000,0,1,"Ntot[31,38]"
"Ntot[32,38]",152.451875,90.03105505,31,84,132,202,372,1.000524888,5613,0,1,"Ntot[32,38]"
"Ntot[33,38]",245.0136,95.06853352,78,166,242,334,396,1.000367176,6079,0,1,"Ntot[33,38]"
"Ntot[34,38]",303.330275,79.24291943,132,245,328,366,412,1.000330562,7273,0,1,"Ntot[34,38]"
"Ntot[35,38]",156.81365,102.5751576,31,84,132,203,424,1.000464387,7058,0,1,"Ntot[35,38]"
"Ntot[36,38]",272.443275,144.5828316,78,167,242,347,651,1.000812721,3899,0,1,"Ntot[36,38]"
"Ntot[37,38]",364.37615,158.5088874,132,245,336,458,737,1.000649474,3864,0,1,"Ntot[37,38]"
"Ntot[38,38]",302.1804,175.8196992,85,180,262,379,747,1.000379217,6875,0,1,"Ntot[38,38]"
"Ntot[1,39]",16.35575,11.02464877,1,8,14,22,43,1.000093491,22321,0,1,"Ntot[1,39]"
"Ntot[2,39]",44.532475,20.39290298,14,30,41,56,93,1.000263464,10269,0,1,"Ntot[2,39]"
"Ntot[3,39]",95.450675,31.18288275,45,73,92,114,167,1.000516871,5721,0,1,"Ntot[3,39]"
"Ntot[4,39]",78.566125,56.78545141,12,39,64,103,226,1.000944928,4193,0,1,"Ntot[4,39]"
"Ntot[5,39]",153.908775,89.71953239,39,90,135,197,382,1.000770493,5108,0,1,"Ntot[5,39]"
"Ntot[6,39]",231.4148,111.0653516,80,152,210,288,508,1.000728222,3887,0,1,"Ntot[6,39]"
"Ntot[7,39]",38.75265,15.0975053,10,28,39,50,65,1.000012828,40000,0,1,"Ntot[7,39]"
"Ntot[8,39]",45.9959,11.67156326,22,38,47,54,67,1.000212452,10808,0,1,"Ntot[8,39]"
"Ntot[9,39]",58.004075,8.244510761,42,52,58,63,74,1.000050321,38140,0,1,"Ntot[9,39]"
"Ntot[10,39]",66.1385,32.94873606,12,39,64,94,125,1.000120254,15095,0,1,"Ntot[10,39]"
"Ntot[11,39]",89.76025,23.32355075,39,75,93,107,128,1.000146156,13742,0,1,"Ntot[11,39]"
"Ntot[12,39]",109.0391,14.61748655,77,101,110,119,135,1.000126232,24917,0,1,"Ntot[12,39]"
"Ntot[13,39]",78.5018,56.01436144,11,39,65,103,226,1.000519007,5978,0,1,"Ntot[13,39]"
"Ntot[14,39]",150.572475,80.45180147,39,89,134,197,345,1.000514103,5706,0,1,"Ntot[14,39]"
"Ntot[15,39]",218.63485,83.10750199,80,152,211,288,367,1.000459391,5333,0,1,"Ntot[15,39]"
"Ntot[16,39]",78.696125,57.01464989,12,39,65,103,225,1.00055965,5443,0,1,"Ntot[16,39]"
"Ntot[17,39]",153.6575,89.96843586,39,90,134,196,382,1.000632542,5196,0,1,"Ntot[17,39]"
"Ntot[18,39]",231.28075,110.3408608,80,151,210,288,505,1.00061759,5293,0,1,"Ntot[18,39]"
"Ntot[19,39]",138.797075,89.70446543,31,77,117,177,365,1.000642233,6305,0,1,"Ntot[19,39]"
"Ntot[20,39]",164.15325,113.9830933,30,84,136,213,459,1.000621768,4698,0,1,"Ntot[20,39]"
"Ntot[21,39]",287.171,168.8006813,75,168,249,366,713,1.000572198,4805,0,1,"Ntot[21,39]"
"Ntot[22,39]",386.233,195.1920373,127,247,347,481,873,1.000950963,3920,0,1,"Ntot[22,39]"
"Ntot[23,39]",164.2508,114.779053,30,84,136,213,456.025,1.000795245,5146,0,1,"Ntot[23,39]"
"Ntot[24,39]",287.42135,168.5900671,75,168,250,366,716,1.000637979,5174,0,1,"Ntot[24,39]"
"Ntot[25,39]",386.488075,195.3688507,127,246,348,482,875.025,1.000742427,4408,0,1,"Ntot[25,39]"
"Ntot[26,39]",52.268525,12.66478698,23,45,54,61,73,1.000386052,6247,0,1,"Ntot[26,39]"
"Ntot[27,39]",55.23325,10.14180289,33,49,56,62,74,1.000036277,33256,0,1,"Ntot[27,39]"
"Ntot[28,39]",64.279875,8.671437299,48,58,64,70,82,0.999977141,40000,0,1,"Ntot[28,39]"
"Ntot[29,39]",99.107275,29.18525332,30,82,107,120,139,1.000099213,22148,0,1,"Ntot[29,39]"
"Ntot[30,39]",110.81175,17.6296549,69,101,113,123,140,1.00000443,40000,0,1,"Ntot[30,39]"
"Ntot[31,39]",121.50415,13.27636582,96,113,121,130,148,1.000028116,40000,0,1,"Ntot[31,39]"
"Ntot[32,39]",157.8788,94.89091141,30,85,136,212,378,1.000479119,6162,0,1,"Ntot[32,39]"
"Ntot[33,39]",248.74125,96.98507772,76,167,249,340,397,1.00036746,6052,0,1,"Ntot[33,39]"
"Ntot[34,39]",301.976675,77.92240036,127,247,328,361,406,1.000299871,8385,0,1,"Ntot[34,39]"
"Ntot[35,39]",164.448425,112.9075577,30,85,137,213,461,1.000461707,7000,0,1,"Ntot[35,39]"
"Ntot[36,39]",283.809875,156.7843961,75,168,249,365,701,1.000815194,3752,0,1,"Ntot[36,39]"
"Ntot[37,39]",377.14075,169.392208,128,247,346,482,753.025,1.000629745,3891,0,1,"Ntot[37,39]"
"Ntot[38,39]",316.681925,195.4947629,81,181.75,270,399,817,1.000366776,6932,0,1,"Ntot[38,39]"
"Ntot[1,40]",14.59265,10.50471916,1,7,12,20,41,1.000110578,23786,0,1,"Ntot[1,40]"
"Ntot[2,40]",39.632375,19.46618607,11,26,36,50,86,1.000321339,8913,0,1,"Ntot[2,40]"
